,Date,BE,BG,CZ,DK,DE,EE,IE,GR,ES,FR,HR,IT,LV,LT,LU,HU,MT,NL,AT,PL,PT,RO,SI,SK,FI,SE,GB,NI,EU,Change / previous week
788,2017-08-07, 334.49 , -   , 335.18 , 365.06 , 376.85 , 315.03 ,389.24, 418.29 , 385.31 ,381.17, 345.60 , 407.57 , -   , 239.94 , 291.07 , 377.87 , -   , 311.97 , 337.84 , 369.26 , 326.50 , 358.98 , 270.27 , 327.13 , 331.84 , 383.18 , 465.61 , 422.35 ,407.41,+0.86%
789,2017-08-14, 332.97 , -   , 334.11 , 364.98 , 382.75 , c ,383.15, 440.78 , 386.35 ,381.46, 343.74 , 401.45 , -   , 243.90 , 279.15 , 376.33 , 216.69 , -   , 345.51 , 372.49 , 324.14 , 360.09 , 254.85 , 328.91 , 335.39 , 383.20 , 475.11 , 419.65 ,404.36,-0.05%
790,2017-08-21, 334.25 , -   , c , 366.92 , 386.73 , 329.12 ,378.99, 424.03 , 386.53 ,382.24, 342.58 , 404.82 , -   , 226.47 , 289.39 , 367.34 , 216.54 , 297.11 , 309.90 , 373.06 , 327.47 , 362.50 , 245.24 , 336.36 , c , 388.30 , 449.26 , 419.74 ,395.21,-0.14%
791,2017-08-28, 334.59 , -   , 336.61 , 370.47 , 385.01 , 333.27 ,376.71, 443.43 , 387.02 ,382.74, 347.58 , 407.75 , -   , 244.05 , c , 376.65 , -   , 868.76 , 338.76 , 379.84 , 330.11 , 363.95 , 275.78 , 328.73 , c , 391.94 , 484.30 , 418.95 ,392.26,+0.74%
792,2017-09-04, 335.70 , -   , 336.23 , 371.06 , 383.83 , c ,374.62, 422.12 , 389.89 ,383.8, 346.17 , 404.60 , -   , 234.72 , c , 379.34 , -   , 282.26 , 355.31 , 378.80 , 331.16 , 367.17 , 269.94 , 335.96 , c , 384.97 , 467.09 , 420.78 ,394.24,-0.04%
793,2017-09-11, 336.27 , -   , 336.51 , 372.71 , 383.22 , c ,374.45, 423.89 , 392.42 ,383.35, 345.74 , 410.24 , -   , 231.53 , 278.96 , 382.00 , -   , 274.83 , 349.88 , 380.96 , 329.18 , 368.27 , 242.74 , 333.13 , c , 378.60 , 447.38 , 430.93 ,398.77,+0.30%
794,2017-09-18, 337.14 , -   , 335.68 , 371.17 , 384.46 , 330.08 ,374.24, 423.77 , 391.17 ,384.4, 340.12 , 416.28 , -   , 238.47 , c , 376.25 , -   , 311.97 , 350.00 , 381.38 , 330.91 , 369.43 , 258.59 , 338.19 , c , 385.96 , 456.21 , 435.32 ,403.91,+0.40%
795,2017-09-25, 338.35 , -   , 339.81 , 370.35 , 388.03 , c ,373.59, 428.14 , 392.08 ,384.41, 341.89 , 417.31 , -   , 224.93 , c , 381.40 , -   , 267.40 , 343.63 , 379.79 , 330.04 , 369.10 , 260.78 , 331.04 , c , 384.78 , 459.00 , 434.87 ,406.07,+0.13%
796,2017-10-02, 339.37 , -   , c , 372.18 , 392.18 , c ,372.24, 421.37 , 394.67 ,385.41, 340.72 , 423.46 , -   , 241.57 , c , 378.31 , -   , 325.00 , 336.56 , 381.18 , 331.66 , 369.46 , 254.75 , 337.76 , c , 385.64 , 448.93 , 427.54 ,401.3,+0.23%
797,2017-10-09, 338.62 , -   , c , 369.81 , 391.04 , c ,369.25, 420.81 , 391.61 ,387.19, 341.28 , 420.64 , -   , 223.08 , c , 370.16 , -   , -   , 346.08 , 385.27 , 335.74 , 369.99 , 278.57 , 341.01 , c , 391.24 , 464.86 , 422.33 ,399.14,-0.14%
798,2017-10-16, 338.71 , -   , 340.34 , 372.71 , 395.67 , c ,367.65, 429.70 , 388.79 ,388.77, 337.28 , 417.18 , -   , 223.01 , c , 379.28 , 237.87 , -   , 349.15 , 386.87 , 338.68 , 371.34 , 269.59 , 336.02 , c , 384.95 , 445.37 , 418.64 ,398.48,-0.21%
799,2017-10-23, 338.75 , -   , c , 370.88 , 398.09 , c ,367.4, 426.57 , 391.02 ,390.39, 340.03 , 416.94 , -   , 224.73 , c , 378.98 , 254.58 , 272.50 , 360.32 , 386.38 , 340.36 , 370.69 , 255.83 , 338.14 , c , 389.50 , 462.57 , 419.26 ,400.49,+0.40%
800,2017-10-30, 340.18 , -   , c , 372.31 , 400.17 , c ,368.71, 430.30 , 393.73 ,392.47, 338.88 , 422.23 , -   , 216.24 , c , 379.82 , 257.53 , 326.83 , 346.25 , 385.35 , 340.49 , 370.84 , 256.27 , 334.15 , c , 386.81 , 453.78 , 423.51 ,403.95,+0.46%
801,2017-11-06, 339.07 , -   , 340.11 , 374.42 , 403.64 , c ,370.25, 402.64 , 394.39 ,390.85, 338.65 , 422.66 , -   , 237.11 , c , 378.55 , 259.92 , -   , 335.70 , 388.47 , 344.10 , 371.52 , 248.13 , 337.31 , c , 390.01 , 443.46 , 425.23 ,405.88,+0.11%
802,2017-11-13, 338.09 , -   , c , 373.60 , 406.35 , c ,373.94, 425.37 , 393.28 ,392.18, 341.94 , 426.07 , -   , 228.45 , c , 379.65 , 231.40 , 326.82 , 348.86 , 393.34 , 345.97 , 371.93 , 233.52 , 337.55 , c , 390.46 , 448.74 , 422.92 ,401.52,+0.39%
803,2017-11-20, 338.43 , -   , 340.84 , 373.37 , 407.59 , c ,376.52, 426.90 , 394.07 ,392.47, 337.18 , 422.23 , -   , 231.36 , c , 379.02 , 187.98 , 225.00 , 347.37 , 392.94 , 348.00 , 372.50 , 247.39 , 333.47 , c , 392.94 , 449.01 , 425.78 ,403.36,+0.11%
804,2017-11-27, 338.60 , -   , 347.51 , 372.97 , 407.39 , c ,381.22, 428.75 , 396.92 ,392.09, 334.42 , 423.75 , -   , 233.01 , c , 381.46 , 253.52 , 311.96 , 328.34 , 395.95 , 350.45 , 372.74 , 270.78 , 337.74 , c , 393.61 , 434.88 , 427.26 ,406.31,+0.29%
805,2017-12-04, 337.67 , -   , c , 374.75 , 409.07 , c ,385.93, 426.84 , 396.03 ,392.91, 336.68 , 439.56 , -   , 235.00 , c , 382.43 , 255.82 , -   , 321.97 , 398.16 , 348.49 , 372.29 , 277.74 , 340.17 , c , 394.99 , 436.44 , 427.23 ,410.01,+0.59%
806,2017-12-11, 336.91 , -   , c , 376.14 , 413.63 , c ,390.29, 429.80 , 400.02 ,393.46, 338.46 , 425.88 , -   , 247.85 , c , 373.03 , -   , 289.68 , 329.24 , 398.09 , 344.49 , 371.27 , 254.76 , 350.89 , 329.73 , 392.41 , 435.26 , 425.57 ,408.37,+0.04%
807,2017-12-18, 334.97 , -   , 339.75 , 370.98 , 411.40 , 314.82 ,393.98, 429.80 , 397.85 ,393.46, 333.26 , 419.11 , -   , 249.55 , 306.55 , 382.57 , 258.90 , 327.93 , 336.70 , 399.66 , 341.63 , 371.35 , 286.38 , 356.38 , c , 390.96 , 436.87 , 423.89 ,409.63,-0.41%
808,2017-12-25, 336.17 , -   , c , 369.09 , 410.08 , c ,399.33, 429.80 , 398.68 ,389.03, 338.44 , 426.96 , -   , 209.57 , c , 381.26 , 260.27 , -   , 278.13 , 400.42 , 348.01 , 371.38 , 241.69 , 348.64 , c , 395.36 , 430.20 , 422.55 ,408.76,-0.23%
809,2018-01-01, 335.32 , -   , 342.72 , 373.85 , 411.14 , c ,397.35, 420.70 , 396.87 ,389.64, 335.76 , 426.08 , -   , 242.88 , c , 381.34 , 256.73 , -   , 302.99 , 400.21 , 345.98 , 372.03 , 254.00 , 348.16 , c , 396.92 , 469.68 , 421.41 ,405.82,+0.24%
810,2018-01-08, 335.35 , -   , 342.69 , 374.02 , 404.89 , c ,397.48, 403.81 , 393.76 ,388.69, 336.15 , 425.31 , -   , 268.98 , c , 381.25 , 254.44 , -   , 341.96 , 396.89 , 346.14 , 372.85 , 287.86 , 347.89 , c , 395.15 , 461.41 , 420.38 ,405.51,-0.24%
811,2018-01-15, 332.85 , -   , 345.06 , 374.12 , 403.72 , c ,394.89, 425.23 , 400.09 ,387.19, 338.12 , 425.33 , -   , 253.29 , c , 381.80 , 238.88 , 282.26 , 336.08 , 393.93 , 344.93 , 374.14 , 280.83 , 348.83 , c , 390.69 , 460.14 , 418.03 ,406.68,+0.02%
812,2018-01-22, 331.38 , -   , 344.08 , 374.33 , 395.69 , c ,391.73, 431.18 , 398.11 ,386.2, 346.08 , 430.33 , -   , 253.13 , c , 375.92 , -   , -   , 313.25 , 390.36 , 350.82 , 374.82 , 266.96 , 353.42 , c , 389.63 , 453.92 , 420.47 ,410.19,-0.25%
813,2018-01-29, 328.95 , -   , 348.10 , 377.38 , 393.72 , c ,387.88, 415.86 , 399.36 ,384.68, 343.72 , 428.59 , -   , 255.44 , c , 378.65 , -   , -   , 347.84 , 389.10 , 348.69 , 375.37 , 295.75 , 348.33 , c , 394.93 , 457.25 , 419.54 ,409.28,+0.01%
814,2018-02-05, 332.06 , -   , 347.85 , 376.82 , 392.99 , 326.39 ,386.83, 418.94 , 398.59 ,383.29, 346.17 , 426.83 , -   , 268.33 , c , 377.68 , 247.66 , 335.00 , 334.65 , 385.14 , 347.96 , 375.46 , 272.84 , 349.95 , c , 396.64 , 453.81 , 414.03 ,404.56,-0.58%
815,2018-02-12, 332.06 , -   , c , 374.98 , 394.40 , c ,387.87, 422.53 , 398.87 ,381.71, 343.75 , 420.32 , -   , 250.50 , 316.47 , 382.02 , 229.33 , -   , 330.44 , 385.84 , 344.53 , 376.53 , 285.90 , 344.99 , c , 396.78 , 445.23 , 411.73 ,402.1,-0.36%
816,2018-02-19, 334.62 , -   , 347.03 , 373.86 , 401.89 , c ,389.1, 406.21 , 395.21 ,380.27, 338.07 , 417.50 , -   , 270.87 , c , 382.63 , -   , -   , 330.42 , 385.13 , 344.36 , 376.50 , 276.13 , 342.65 , c , 394.74 , 437.80 , 412.89 ,403.86,+0.07%
817,2018-02-26, 336.97 , -   , 345.87 , 375.18 , 400.37 , c ,391.38, 419.91 , 394.06 ,380.75, 343.76 , 418.96 , -   , 307.21 , c , 383.82 , -   , -   , 354.38 , 389.97 , 340.43 , 376.77 , 300.96 , 334.48 , 334.08 , 394.51 , 446.25 , 413.13 ,402.18,+0.27%
818,2018-03-05, 336.20 , -   , c , 375.42 , 402.75 , c ,391.6, 429.83 , 396.89 ,382.16, 347.52 , 414.09 , -   , 265.87 , c , 386.72 , -   , -   , 333.10 , 390.26 , 341.52 , 377.68 , 297.02 , 329.48 , c , 397.82 , 428.60 , 410.18 ,401.92,-0.13%
819,2018-03-12, 335.53 , -   , 346.67 , 374.09 , 398.34 , c ,392.47, 414.63 , 396.18 ,382.93, 341.24 , 420.70 , -   , 265.47 , c , 387.31 , -   , -   , 335.92 , 390.63 , 337.97 , 378.49 , 284.36 , 340.90 , c , 397.88 , 441.06 , 414.17 ,406.14,+0.09%
820,2018-03-19, 334.34 , -   , 347.86 , 372.58 , 395.61 , c ,393.47, 422.62 , 394.68 ,383.97, 339.57 , 419.61 , -   , 250.26 , c , 387.36 , -   , 297.11 , c , 390.36 , 335.36 , 379.34 , 297.57 , 341.56 , c , 401.26 , 443.96 , 420.69 ,412.34,+0.21%
821,2018-03-26, 336.03 , -   , 346.29 , 370.10 , 395.28 , c ,394.41, 406.90 , 394.74 ,382.47, 340.21 , 411.90 , -   , 275.52 , c , 382.78 , -   , -   , 355.84 , 390.87 , 337.69 , 379.93 , 294.01 , 344.34 , c , 395.54 , 434.42 , 423.30 ,412.36,-0.32%
822,2018-04-02, 336.88 , -   , 347.13 , 372.51 , 395.18 , c ,395.64, 415.73 , 393.75 ,380.1, 346.13 , 410.64 , -   , 261.38 , c , 390.94 , -   , 333.27 , 274.05 , 388.75 , 334.54 , 382.37 , 304.82 , 347.83 , c , 395.70 , 438.43 , 424.26 ,415.1,-0.56%
823,2018-04-09, 338.27 , -   , 348.36 , 369.87 , 396.29 , c ,396.55, 399.88 , 393.42 ,378.32, 347.14 , 403.74 , -   , 262.26 , c , 389.31 , -   , -   , 326.19 , 385.50 , 340.58 , 382.51 , 285.95 , 337.99 , c , 395.09 , 430.68 , 428.18 ,417.44,+0.17%
824,2018-04-16, 338.94 , -   , c , 370.87 , 389.15 , -   ,399.22, 427.10 , 395.55 ,375.04, 348.35 , 394.61 , -   , 267.55 , c , 389.17 , -   , 341.68 , 343.32 , 379.21 , 341.97 , 381.67 , 287.10 , 341.09 , c , 398.09 , 425.62 , 428.21 ,418.56,-0.34%
825,2018-04-23, 338.13 , -   , 345.94 , 369.45 , 383.94 , c ,403.13, 413.90 , 394.28 ,373.21, 345.36 , 401.85 , -   , 281.11 , c , 386.85 , -   , 356.54 , 344.99 , 375.79 , 340.84 , 382.09 , 296.89 , 344.29 , c , 393.88 , 432.96 , 428.71 ,417.65,-0.07%
826,2018-04-30, 337.55 , -   , 344.56 , 369.25 , 378.24 , c ,406.52, 426.41 , 393.38 ,371.62, 349.96 , 392.05 , -   , 263.93 , c , 382.51 , -   , -   , 342.20 , 372.55 , 337.78 , 380.43 , 310.91 , 345.22 , c , 391.92 , 423.37 , 426.50 ,415.73,-0.70%
827,2018-05-07, 337.74 , -   , 345.14 , 368.30 , 373.73 , c ,408.84, 408.27 , 394.27 ,370.95, 351.41 , 393.51 , -   , 266.45 , c , 375.82 , -   , -   , 342.59 , 368.46 , 334.12 , 379.21 , 306.05 , 346.00 , c , 394.10 , 428.95 , 429.50 ,418.34,-0.12%
828,2018-05-14, 338.27 , -   , 343.47 , 366.65 , 373.11 , c ,412.01, 432.16 , 392.61 ,370.98, 350.61 , 390.74 , -   , 251.62 , c , 375.15 , -   , 356.54 , 344.51 , 364.77 , 330.84 , 379.38 , 288.68 , 344.08 , c , 394.72 , 433.02 , 429.54 ,419.9,-0.13%
829,2018-05-21, 338.27 , -   , 340.64 , 367.89 , 374.69 , c ,415.06, 417.44 , 394.75 ,371.19, 352.57 , 383.83 , -   , 279.38 , c , 366.26 , -   , 349.11 , 338.70 , 363.34 , 329.84 , 380.19 , 307.76 , 344.00 , c , 397.69 , 433.29 , 431.51 ,422.95,+0.03%
830,2018-05-28, 338.79 , -   , 340.65 , 367.13 , 375.73 , c ,415.97, 419.81 , 395.06 ,371.67, 349.80 , 390.00 , -   , 263.56 , c , 386.09 , -   , 238.27 , 336.16 , 363.03 , 332.67 , 375.49 , 303.09 , 337.07 , c , 395.45 , 432.25 , 431.61 ,426.18,+0.25%
831,2018-06-04, 337.90 , -   , 340.60 , 363.35 , 374.89 , c ,417.77, 431.94 , 391.56 ,370.86, 345.55 , 385.19 , -   , 266.44 , c , 382.01 , -   , 356.54 , 344.14 , 363.30 , 333.72 , 374.95 , 309.97 , 342.79 , c , 395.75 , 430.29 , 431.06 ,428.32,-0.26%
832,2018-06-11, 338.03 , -   , 340.70 , 364.12 , 374.33 , c ,413.64, 416.73 , 393.72 ,370.07, 340.79 , 388.57 , -   , 307.42 , c , 383.80 , 200.14 , -   , c , 363.04 , 332.68 , 376.45 , 299.06 , 342.26 , c , 387.86 , 414.29 , 433.79 ,427.46,-0.14%
833,2018-06-18, 339.63 , -   , 337.76 , 361.19 , 373.44 , c ,411.45, 421.92 , 391.91 ,369.89, 345.98 , 385.96 , -   , 271.08 , c , 384.50 , -   , 341.68 , c , 363.11 , 329.34 , 376.40 , 293.51 , 343.29 , c , 394.13 , 417.26 , 433.76 ,425.29,-0.17%
834,2018-06-25, 338.75 , -   , 337.43 , 359.05 , 371.09 , c ,406.34, 427.96 , 391.74 ,370.2, 350.04 , 386.03 , -   , 276.98 , c , 377.67 , -   , -   , c , 361.35 , 321.57 , 375.27 , 310.75 , 332.40 , c , 395.95 , 417.35 , 431.42 ,418.57,-0.40%
835,2018-07-02, 339.79 , -   , 337.88 , 359.22 , 368.65 , c ,398.42, 410.09 , 390.32 ,371.18, 347.22 , 383.30 , -   , 235.60 , c , 378.60 , -   , -   , 336.09 , 359.22 , 319.72 , 375.39 , 313.79 , 346.38 , c , 386.36 , 412.88 , 429.36 ,412.7,-0.65%
836,2018-07-09, 340.09 , -   , 337.67 , 359.80 , 366.88 , c ,394.21, 411.67 , 387.35 ,372.12, 349.90 , 385.08 , -   , 190.61 , 295.53 , 381.32 , 249.12 , 345.00 , 332.51 , 358.69 , 324.34 , 375.03 , 304.21 , 343.76 , c , 394.24 , 417.36 , 428.64 ,412.53,-0.24%
837,2018-07-16, 339.16 , -   , 337.05 , 357.94 , 365.25 , c ,388.58, -   , 385.40 ,372.66, 342.58 , 383.51 , -   , -   , c , 378.01 , -   , -   , 330.73 , 358.61 , 326.75 , 374.43 , 287.19 , 336.33 , c , 391.27 , 409.04 , 419.56 ,406.45,-0.59%
838,2018-07-23, 339.36 , -   , 339.23 , 355.88 , 364.85 , c ,385.14, 402.34 , 385.12 ,373.62, 343.02 , 380.47 , -   , 238.55 , c , 367.37 , -   , -   , 330.32 , 358.88 , 329.40 , 373.23 , 286.59 , 341.98 , c , 402.09 , 418.09 , 415.43 ,404.87,-0.14%
839,2018-07-30, 339.09 , -   , 339.97 , 354.22 , 363.58 , c ,384.32, 434.73 , 386.15 ,373.38, 350.61 , 383.48 , -   , 221.16 , c , 380.83 , -   , -   , 337.58 , 361.65 , 332.40 , 372.04 , 307.87 , 332.68 , c , 395.80 , 413.56 , 412.78 ,400.2,+0.16%
840,2018-08-06, 339.99 , -   , 336.14 , 357.93 , 358.07 , c ,385.11, 395.54 , 384.20 ,373.39, 347.63 , 385.68 , -   , 228.49 , c , 384.17 , -   , -   , 337.12 , 362.19 , 335.54 , 371.41 , 301.28 , 313.55 , c , 393.13 , 407.70 , 410.51 ,399.62,-0.41%
841,2018-08-13, 338.51 , -   , c , 356.39 , 359.08 , c ,385.81, 408.01 , 383.80 ,372.6, 349.21 , 386.22 , -   , 287.05 , c , 382.90 , -   , -   , 335.16 , 360.51 , 334.57 , 371.41 , 302.69 , 333.80 , c , 394.85 , 412.51 , 412.56 ,397.71,+0.13%
842,2018-08-20, 338.48 , 163.72 , 330.56 , 355.15 , 366.66 , c ,385.68, 411.17 , 386.36 ,370.68, 344.42 , 389.69 , -   , 254.38 , c , 378.47 , 237.63 , -   , 341.55 , 361.73 , 333.43 , 371.96 , 294.21 , 346.06 , c , 399.85 , 406.13 , 416.20 ,397.73,+0.42%
843,2018-08-27, 339.32 , -   , c , 356.29 , 373.04 , c ,384.8, 401.86 , 381.89 ,371.4, 350.46 , 381.98 , -   , 284.80 , 290.91 , 382.00 , 228.73 , -   , 344.20 , 359.65 , 335.76 , 372.24 , 311.45 , 346.16 , c , 398.79 , 398.43 , 418.74 ,399.38,-0.02%
844,2018-09-03, 338.03 , -   , 329.70 , 354.99 , 376.56 , c ,381.03, 410.01 , 385.58 ,371.62, 349.03 , 385.41 , -   , 243.14 , c , 375.52 , -   , -   , 343.46 , 361.52 , 330.28 , 371.19 , 313.83 , 346.88 , c , 399.15 , 400.15 , 420.93 ,401.35,+0.42%
845,2018-09-10, 337.11 , 299.73 , 328.53 , 353.27 , 378.00 , c ,375.97, 407.04 , 383.74 ,371.94, 348.13 , 390.77 , -   , 250.23 , 286.16 , c , -   , -   , 345.77 , 362.68 , 328.95 , 372.18 , 297.11 , 350.36 , c , 393.44 , 409.29 , 427.33 ,405.39,+0.19%
846,2018-09-17, 336.63 , -   , 329.85 , 353.26 , 378.20 , c ,371.01, 413.91 , 385.55 ,372.23, 350.76 , 390.95 , -   , 255.86 , c , 385.65 , -   , -   , 347.80 , 366.20 , 333.87 , 371.42 , 311.12 , 349.03 , c , 392.03 , 407.82 , 429.42 ,405.47,+0.33%
847,2018-09-24, 338.28 , -   , 327.98 , 355.56 , 376.62 , c ,368.48, 414.81 , 381.60 ,372.13, 348.80 , 392.76 , -   , 235.37 , c , c , -   , 356.54 , 348.98 , 369.52 , 333.11 , 370.98 , 300.63 , 350.19 , c , 393.02 , 408.58 , 428.23 ,404.61,-0.27%
848,2018-10-01, 339.35 , -   , 325.71 , 354.59 , 375.05 , c ,367.78, 415.50 , 383.78 ,371.28, 350.31 , 392.26 , -   , 244.94 , c , c , -   , -   , 347.67 , 369.09 , 332.50 , 371.24 , 292.15 , 347.94 , c , 394.87 , 407.49 , 429.02 ,406.9,-0.01%
849,2018-10-08, 337.93 , 214.09 , 326.09 , 355.10 , 380.10 , c ,367.4, 412.45 , 383.38 ,370.4, 348.97 , 390.64 , -   , 236.59 , c , c , 247.23 , -   , 348.15 , 371.30 , 333.22 , 370.97 , 318.90 , 351.40 , c , 389.93 , 409.24 , 431.22 ,408.98,+0.07%
850,2018-10-15, 339.16 , -   , 325.93 , 354.53 , 383.00 , c ,367.98, 418.30 , 380.06 ,370.09, 350.81 , 394.17 , -   , 230.30 , c , 383.63 , 249.92 , -   , 343.76 , 372.54 , 336.63 , 372.25 , 309.57 , 353.17 , c , 396.66 , 414.09 , 429.14 ,406.49,+0.17%
851,2018-10-22, 337.93 , -   , 325.94 , 354.17 , 384.23 , c ,368.01, 404.86 , 382.33 ,369.47, 343.54 , 396.46 , -   , 232.83 , c , 378.91 , -   , -   , 353.06 , 376.17 , 333.55 , 372.37 , 289.41 , 349.12 , c , 387.19 , 410.16 , 424.67 ,403.95,+0.03%
852,2018-10-29, 339.01 , -   , 326.67 , 355.12 , 384.95 , c ,368.8, 423.58 , 380.48 ,368.47, 351.49 , 394.06 , -   , 234.08 , c , c , -   , -   , 340.84 , 377.00 , 329.92 , 371.78 , 307.56 , 349.88 , c , 393.18 , 403.56 , 422.81 ,403.69,-0.21%
853,2018-11-05, 339.51 , -   , c , 356.18 , 386.31 , c ,368.4, 439.14 , 381.54 ,368.09, 346.65 , 398.41 , -   , 237.99 , c , c , 237.38 , -   , 343.62 , 377.97 , 331.74 , 372.47 , 291.53 , 343.13 , c , 392.67 , 411.28 , 429.32 ,407.5,+0.40%
854,2018-11-12, 338.41 , -   , 324.58 , 354.88 , 389.02 , c ,368.33, 419.86 , 386.61 ,369.46, 343.52 , 404.43 , -   , 224.95 , c , c , -   , -   , 340.23 , 379.48 , 332.19 , 372.79 , 279.62 , 355.06 , c , 391.64 , 410.38 , 424.23 ,405.5,+0.40%
855,2018-11-19, 339.43 , -   , c , 349.25 , 386.81 , c ,367.61, 441.20 , 386.42 ,370.48, 347.72 , 412.19 , -   , 231.77 , c , 383.75 , -   , -   , 348.42 , 379.58 , 330.10 , 373.01 , 297.24 , 348.02 , c , 397.53 , 407.76 , 417.32 ,399.38,+0.04%
856,2018-11-26, 338.82 , -   , 325.24 , 350.58 , 383.73 , c ,368.39, 416.00 , 385.35 ,372.83, 353.15 , 405.40 , -   , 246.39 , c , c , 220.71 , 356.53 , 344.47 , 382.16 , 331.67 , 373.42 , 300.96 , 350.19 , c , 396.10 , 409.02 , 415.62 ,397.22,-0.44%
857,2018-12-03, 340.00 , -   , 326.66 , 352.07 , 381.46 , c ,367.75, 413.65 , 386.68 ,372.83, 344.43 , 413.34 , -   , 227.97 , c , c , 224.61 , 341.68 , 349.23 , 384.01 , 329.30 , 373.02 , 288.95 , 354.45 , c , 392.62 , 409.95 , 411.65 ,392.88,+0.02%
858,2018-12-10, 339.23 , -   , c , 350.53 , 384.05 , c ,368.67, 404.87 , 381.15 ,377.32, 348.31 , 417.05 , -   , 242.13 , c , c , 229.94 , -   , 347.15 , 384.33 , 328.67 , 372.89 , 282.42 , 359.65 , c , 396.99 , 413.13 , 404.00 ,387.13,-0.10%
859,2018-12-17, 339.23 , -   , c , 347.67 , 385.25 , c ,370.4, 411.08 , 380.17 ,377.38, 346.18 , 416.42 , -   , 226.28 , c , c , -   , 341.68 , c , 383.65 , 333.19 , 373.03 , 281.76 , 344.18 , c , 390.93 , 416.49 , 402.69 ,387.44,+0.04%
860,2018-12-24, 339.23 , -   , 327.71 , 350.85 , 385.94 , c ,374.02, 401.47 , 386.82 ,376.49, 343.49 , 421.67 , -   , 250.65 , c , c , -   , -   , c , 385.57 , 332.82 , 372.92 , 301.98 , 357.06 , c , 403.60 , 416.22 , 403.98 ,392.41,+0.66%
861,2018-12-31, 337.36 , -   , 329.48 , 349.66 , 385.76 , 295.68 ,370.94, 403.84 , 387.15 ,376.69, 345.41 , 413.98 , -   , 194.96 , c , c , -   , -   , 347.07 , 388.63 , 332.35 , 373.19 , 307.44 , 356.82 , c , 394.78 , 415.72 , 402.42 ,388.81,-0.26%
862,2019-01-07, 338.45 , -   , 330.36 , 346.73 , 377.99 , c ,369.52, 416.00 , 385.57 ,378.2, 350.99 , 415.99 , -   , 249.56 , c , c , -   , -   , 344.52 , 380.55 , 330.25 , 373.85 , 286.03 , 358.27 , c , 398.01 , 412.27 , 400.99 ,388.68,-0.42%
863,2019-01-14, 338.00 , -   , 332.23 , 347.75 , 378.71 , c ,371.11, 420.50 , 385.87 ,378.86, 347.79 , 407.69 , -   , 270.09 , c , c , 223.30 , 341.68 , 356.32 , 376.85 , 330.87 , 374.27 , 287.84 , 353.40 , c , 393.89 , 410.02 , 405.63 ,392.88,-0.06%
864,2019-01-21, 338.00 , -   , 332.15 , 347.50 , 377.37 , c ,369.78, 415.36 , 385.87 ,380.48, 349.69 , 417.60 , -   , 267.37 , c , c , 236.78 , -   , 350.61 , 377.75 , 328.71 , 373.90 , 263.40 , 351.95 , c , 398.10 , 406.43 , 411.70 ,400.53,+0.32%
865,2019-01-28, 338.02 , -   , 330.96 , 349.23 , 374.29 , c ,369.5, 425.13 , 386.55 ,380.76, 346.17 , 415.85 , -   , 258.17 , c , c , -   , 341.68 , 353.47 , 376.87 , 324.83 , 374.09 , 300.94 , 361.79 , c , 396.25 , 408.13 , 411.83 ,401.21,+0.03%
866,2019-02-04, 338.02 , -   , 330.24 , 350.46 , 372.01 , c ,369.52, 412.95 , 386.13 ,380.97, 345.32 , 413.64 , -   , 258.63 , c , c , -   , 341.68 , 358.30 , 375.78 , 305.71 , 374.70 , 310.90 , 355.70 , c , 396.32 , 400.53 , 408.60 ,397.37,-0.62%
867,2019-02-11, 337.20 , -   , 330.05 , 346.94 , 373.52 , c ,369.89, 423.59 , 386.27 ,382.01, 349.30 , 413.41 , -   , 258.38 , c , 390.13 , -   , 341.68 , 354.12 , 375.79 , 307.39 , 374.16 , 324.50 , 356.24 , c , 401.82 , 399.68 , 407.76 ,396.68,+0.12%
868,2019-02-18, 337.61 , -   , 331.86 , 347.09 , 374.21 , c ,370.21, 423.59 , 384.59 ,383.6, 341.61 , 412.71 , -   , 244.41 , c , c , 252.73 , -   , 359.96 , 375.67 , 316.31 , 378.08 , 294.16 , 350.55 , c , 395.51 , 398.49 , 407.99 ,394.67,-0.01%
869,2019-02-25, 338.82 , -   , c , 346.84 , 365.33 , c ,369.66, 423.59 , 383.73 ,383.4, 351.23 , 411.05 , -   , 259.26 , 282.42 , 390.75 , 257.18 , 371.39 , 352.07 , 375.98 , 319.41 , 374.72 , 297.55 , 351.79 , c , 395.01 , 400.44 , 409.47 ,396.59,-0.37%
870,2019-03-04, 337.59 , -   , c , 346.03 , 367.68 , 294.22 ,368.59, 423.59 , 380.74 ,382.96, 345.27 , 412.28 , -   , 255.53 , c , 386.76 , 223.12 , 356.54 , 355.27 , 373.13 , 320.01 , 374.72 , 283.81 , 346.23 , c , 388.13 , 400.17 , 406.23 ,395.6,-0.22%
871,2019-03-11, 337.59 , -   , 331.29 , 346.04 , 369.20 , c ,369.34, 423.59 , 380.81 ,381.52, 351.69 , 409.34 , -   , 237.90 , c , 371.33 , -   , 356.54 , 346.93 , 369.60 , 311.66 , 375.81 , 299.60 , 347.66 , c , 395.86 , 403.38 , 403.82 ,395.32,-0.15%
872,2019-03-18, 338.95 , -   , 331.75 , 347.03 , 367.58 , c ,369.13, 405.87 , 383.30 ,380.84, 354.09 , 407.08 , -   , 257.57 , c , 367.40 , -   , 356.54 , 347.66 , 367.96 , 311.14 , 376.04 , 289.17 , 346.16 , c , 399.57 , 403.15 , 400.89 ,392.44,-0.19%
